Date,Open,High,Low,Close,Adj Close,Volume
2023-03-09,179.550003,180.350006,176.750000,178.449997,168.381805,39303
2023-03-10,174.199997,175.149994,172.250000,174.750000,164.890564,47549
2023-03-13,174.699997,174.699997,167.500000,170.750000,161.116257,50341
2023-03-14,169.899994,170.399994,166.100006,168.350006,158.851669,61415
2023-03-15,167.949997,170.750000,160.300003,162.000000,152.859924,72200
2023-03-16,165.550003,165.550003,157.000000,159.149994,150.170715,70707
2023-03-17,159.350006,159.800003,152.699997,152.850006,144.226181,114561
2023-03-20,152.649994,154.399994,149.649994,153.149994,144.509247,53259
2023-03-21,154.899994,157.949997,154.100006,156.699997,147.858948,39933
2023-03-22,157.300003,159.600006,155.649994,156.750000,147.906128,30063
2023-03-23,155.899994,158.350006,154.500000,154.800003,146.066162,49724
2023-03-24,152.000000,152.699997,147.800003,149.500000,141.065186,71896
2023-03-27,151.000000,152.899994,150.149994,151.500000,142.952332,34016
2023-03-28,154.500000,154.500000,151.199997,151.949997,143.376953,27234
2023-03-29,152.850006,153.850006,151.399994,153.500000,144.839493,32085
2023-03-30,154.600006,158.600006,153.800003,158.250000,149.321503,47452
2023-03-31,158.949997,159.500000,156.800003,158.000000,149.085602,34079
2023-04-03,159.350006,159.350006,156.949997,158.949997,149.982010,41309
2023-04-04,159.399994,160.300003,156.000000,156.000000,147.198441,32876
2023-04-05,155.500000,157.550003,154.199997,154.449997,145.735901,29915
2023-04-06,153.449997,154.449997,151.949997,152.750000,144.131821,27203
2023-04-11,155.850006,157.350006,154.699997,156.300003,147.481522,28678
2023-04-12,154.800003,156.949997,154.050003,154.050003,145.358475,28479
2023-04-13,154.050003,155.550003,153.100006,154.250000,145.547180,24726
2023-04-14,155.149994,157.750000,155.149994,156.949997,148.094849,33956
2023-04-17,157.449997,159.149994,155.750000,155.949997,147.151260,30205
2023-04-18,156.100006,156.649994,154.199997,154.250000,145.547180,30314
2023-04-19,154.000000,154.899994,151.850006,154.050003,145.358475,33533
2023-04-20,153.899994,153.899994,150.199997,150.300003,141.820053,53999
2023-04-21,151.800003,152.100006,148.850006,150.649994,142.150284,36520
2023-04-24,150.899994,152.250000,150.399994,151.300003,142.763626,29606
2023-04-25,150.500000,150.699997,148.250000,148.500000,140.121597,27125
2023-04-26,148.699997,149.399994,147.649994,148.149994,139.791336,33108
2023-04-27,148.250000,150.500000,148.000000,148.550003,140.168777,27485
2023-04-28,149.500000,151.949997,147.250000,151.949997,143.376953,40504
2023-05-02,151.899994,154.350006,150.550003,150.850006,142.339020,41727
2023-05-03,150.000000,152.050003,148.600006,151.100006,142.574905,35202
2023-05-04,151.850006,152.000000,149.300003,151.250000,142.716446,33778
2023-05-05,151.399994,154.199997,150.500000,153.000000,144.367706,33160
2023-05-08,153.000000,155.800003,152.449997,155.600006,146.821014,32701
2023-05-09,155.500000,156.250000,153.050003,153.449997,144.792313,51220
2023-05-10,154.000000,156.250000,153.550003,154.199997,145.500000,26125
2023-05-11,148.000000,151.399994,146.550003,149.750000,149.750000,62181
2023-05-12,150.449997,150.449997,147.199997,147.750000,147.750000,43037
2023-05-15,148.850006,149.350006,146.000000,146.699997,146.699997,42215
2023-05-16,146.000000,146.199997,143.699997,144.949997,144.949997,46550
2023-05-17,144.050003,146.550003,143.449997,145.199997,145.199997,49303
2023-05-18,146.600006,149.899994,146.600006,149.750000,149.750000,42363
2023-05-19,149.899994,151.199997,149.050003,149.100006,149.100006,31316
2023-05-22,149.300003,151.649994,148.800003,151.649994,151.649994,33268
2023-05-23,150.949997,151.750000,148.800003,151.300003,151.300003,27102
2023-05-24,151.399994,152.000000,147.149994,147.850006,147.850006,28431
2023-05-25,148.350006,148.449997,145.899994,145.949997,145.949997,20073
2023-05-26,146.350006,147.500000,145.850006,147.149994,147.149994,21902
2023-05-29,147.850006,149.250000,146.899994,147.250000,147.250000,13008
2023-05-30,147.699997,148.350006,146.100006,146.350006,146.350006,25086
2023-05-31,145.050003,146.149994,138.699997,140.399994,140.399994,111608
2023-06-01,141.600006,143.550003,141.000000,143.199997,143.199997,37630
2023-06-02,143.800003,150.149994,143.350006,150.149994,150.149994,45765
2023-06-05,149.649994,151.000000,148.199997,150.399994,150.399994,23457
2023-06-06,148.949997,151.350006,148.449997,151.300003,151.300003,21248
2023-06-07,151.100006,152.449997,149.649994,152.050003,152.050003,26815
2023-06-08,152.600006,155.350006,152.300003,155.199997,155.199997,48170
2023-06-09,155.000000,156.100006,153.199997,155.899994,155.899994,23493
2023-06-12,156.949997,158.699997,156.050003,157.649994,157.649994,44785
2023-06-13,158.000000,159.550003,157.449997,158.850006,158.850006,32932
2023-06-14,160.000000,162.649994,159.600006,160.699997,160.699997,47087
2023-06-15,160.649994,160.800003,158.149994,159.949997,159.949997,24063
2023-06-16,160.199997,161.000000,158.649994,159.850006,159.850006,65097
2023-06-19,159.000000,159.000000,157.399994,158.600006,158.600006,18598
2023-06-20,158.550003,158.550003,154.800003,155.050003,155.050003,22420
2023-06-21,155.550003,157.300003,153.750000,154.250000,154.250000,34052
2023-06-22,151.350006,152.800003,150.199997,151.600006,151.600006,37009
2023-06-23,151.600006,152.899994,150.000000,150.750000,150.750000,26440
2023-06-26,151.100006,151.600006,149.300003,150.800003,150.800003,24623
2023-06-27,151.500000,151.500000,147.649994,149.000000,149.000000,29787
2023-06-28,149.850006,152.000000,149.000000,151.399994,151.399994,37536
2023-06-29,151.600006,153.199997,151.399994,151.750000,151.750000,26361
2023-06-30,152.949997,154.500000,152.350006,152.899994,152.899994,40317
2023-07-03,154.199997,156.399994,153.899994,154.449997,154.449997,28799
2023-07-04,154.100006,155.000000,152.500000,153.649994,153.649994,14301
2023-07-05,152.500000,156.199997,152.500000,156.199997,156.199997,47219
